Text,is_toxic
ไม่ให้อภัยจ้ะ แช่งต่อด้วยจ้ะขอให้รู้สึกผิดไปจนวันตายเลยนะจ๊ะ สู้ๆจ้ะรอไปงานวัด,1
ควรเชียร์หรือแช่งแมนยูดี ไม่อยากวนลูปแล้วขอได้ไหมม,0
ชีวิตต่างคนเกิดต่างที่ ความดีความชั่วแตกต่าง อภัยได้จงทำและปล่อยวาง หนทางความสุขที่ใจ  อรุณสวัสดิ์ ณ ใจบาง,0
คนชั่วมักไม่มองความชั่วของตัวเอง...การพูดจาว่ากล่าวผู้อื่นนั้น..ก็เป็นความชั่ว...ชั่วจากจิตใจแสดงออกทางวาจา....ถ้าคนเค้าไม่รับคำด่า...คำด่านั้นจะไปที่ไหน...ก็กลับมายังคนที่ด่าเค้านั่นแหละ......หัดคิดในสิ่งดีๆ,0
อะไรคือความดีความชั่ว,0
สามกีบโดนคุณสนธิแหกเรื่องที่ดินจุฬา ไปไม่เป็น เลยอ้างว่าสถาบันโกงมาจากพระเจ้าตากสิน... เด็กสมัยนี้บางคนมีแต่ความคิดชั่วๆ แถมเอาแต่ใจ  ขอให้ชาติต่อไปอย่าได้มาอยู่บนแผ่นดินนี้เลย,1
คิดว่าสุดท้ายแล้วก็เป็นปัญหาอยู่นะ อาจจะไม่ได้แย่เท่ามีแต่ความชั่ว แต่ดีไปหมดมันก็ล้นอ่ะ,0
ดีชั่วรู้หมดแต่อดไม่ได้ ไอสัด กุชอบมาก,0
กุไม่มีทางยอมมึงแน่ๆอีชาดชั่วอีเหี้ย,1
สมหวังแล้วต้องไม่หายไปด้วยดิ ความสุขชั่วคราวแต่ติดในใจชั่วกาลแบบนี้ก็ไม่อยากได้หรอก,0
หน้าโคตรชั่ว น่าหมั่นไส้ชิบหาย,1
เหตุใดผูกพันแค่ชั่วคราว ฝังใจอยู่ไปชั่วกาล,0
สองชั่วโมงเอง แต่เก่งแนะ,0
อ่านไม่ออกตาบอดชั่วขณะ,0
กุเข้าจุฬาเพื่อตัวเองก็จริง แต่ปฏิเสธไม่ได้เลยว่าตอนไปกดเปลี่ยนอันดับครั้งสุดท้ายที่เอาจุฬาไว้อันดับแรกเป็นไปด้วยความชั่ววูบเพราะไปอ่านแชทเก่าๆ แล้วคิดเอาเองว่าถ้าเข้ามาอาจจะมีโอกาสได้คุยกันอีก,0
ดีชั่วอยู่ที่ตัวทำ ขอบตาดำเพราะยังไม่ได้นอน,0
หลับเถิดหนานิทราฝันนิรันด์เถิด. แดดลาลับพ้นตนคนพ้นขวากหนาม ชั่วชีวิตคนนิทราเปลี่ยน  ยังเหลือรอยขีดเขียน บันทึกไว้แทนตัว,0
น้องแทยงมีอารมณ์ชั่ววูบไง เด็กกำลังโตก็งี้แหละ,0
ใส่ไปอ่อยครั้งเดียวติดในใจชั่วกาล,0
อย่าเห็นผิดเป็นชอบอย่าเห็นชั่วเป็นดีนะคะผีสาว ถ้าวันนึงเขาพังขึ้นมานี่ไม่ต้องโทษใครหรอกโทษการกระทำของพวกหล่อนเลยอันดับแรก,1
อีออนนี่คือแรงมากกก ดูทรงแล้วคงมีคนเสนอมากกว่า เลยขายไปอ่ะ เพราะนี่ก้อเคยชาติชั่วไปปาดเขามาก่อน ถ้ากรณีนี้มีอยู่เหตุผลเดียววว,1
หลังจากนั้นก้ไม่คิดอีกเรย มันรสแบบนั้นแค่ชั่ววูบ เพราะจริง ๆ กูก็ไม่ได้อยากตายเท่าไหร่ กุแค่เหนื่อย,0
กดหมายเหี้ย ต้องรอคนดีตาย คนชั่วถึงจะถูกลงโทษ,1
อย่าเอาตัวเองไปรองรับความรู้สึกเหงาชั่ววูบของใครเขาดิวะ ถ้าเขาหายเหงาแล้วจะอยู่ยังไงอะ,0
พี่ดริฟคือใคร ลืมชั่วขณะ,0
ไม่ได้ไม่จบเพราะโง่หรอก แต่กูจะไม่จบเพราะชั่วนี่แหละ,0
เอาจริงป่ะในซีรีส์อีพวกคนชั่วที่ไปทำชั่วไว้กับคนอื่นพอเขากลับมาเอาคืนบ้างแล้วทำตัวน่าสงสารคือกุเกลียดมากกกกกกกสมควรโดนเขาเอาคืนจนตายอ่ะ โอ้ยมึน,1
ขอบคุณความรู้สึกชั่ววูบที่ทำให้คิดพล็อตฟิคออกค้ะ,0
พระเอกคือหน้ามันชั่วแร้วดันชั่วจิง,1
อย่าทำบาปอีกเลยนะ แค่นี้ก็อุบาดชาติชั่วพอแล้ว,1
กว่าจะเลิกคืออีกหนึ่งชั่วยามเวลาตื่นละมุง,0
มีแฟนเป็นชาติอะไรก็ได้ แต่ไม่ใช่ชาติชั่ว,0
วะฮะฮะฮ่า จุดหัวเราะแบบชั่วร้าย,0
พระชั่วๆยังคงเป็นมารศาสนาให้คนหน้ามืดตามัวกราบไหว้ ส่วนพระดีๆถูกบังคับจับสึก  เจริญพรนะโยม.,1
กุอยากต่อยหมาชั่ว,1
ลบเฟสเธอเพื่อขอร้องอ้อนวอนให้เธอรับแอดหน่อย พอดีตอนนั้นอารมชั่ววูบ แงงง,0
โลกนี้ไม่มีใครดีเกินใคร แล้วก็ไม่มีใครชั่วเกินใคร,0
ตลกอะ อีพวกมดปลวกขี้เปียก,1
สนใจสั่งได้นะครับพร้อมส่งแม่น้ำคู ปลวกแดง มาบยาพร  ต่างจังหวัดก็ส่ง,0
นี่อยากอ่านมังงะ มีเรื่องนึงสนุกมากกก เนื้อเรื่องใสๆหัวใจว้าวุ่นเว่อออ มีแค่จุ้บปากตอนจบ แต่พอเห็นราคาตอนนี้คือแทบจะล้มแพงมากกกกกก แพงกว่าที่คิดด้วย สู้ไม่ไหว บวกกับไม่มีที่เก็บอีก ปลวกเจาะแน่ อุปสรรคในการอ่านมังงะ,0
ไอเชี่ย ปลวกมาก นี่กุวาดผญเป็นจริงบ่นิ,1
คนที่เค้าตารางแน่นไปแกก็ให้เค้าพักบ้างนะ คนที่แกปล่อยไว้เฉยๆก็ควรจะมีงานบ้างนะอิเอสเอ็ม ชิงปลวกเกิด,1
ใครยังไม่นอนทักมาคุยหน่อยครับ นิคม มาบยางพร แม่น้ำคู้ ปลวกแดง,0
เราที่ตั้งใจทำชาเลนจ์จะเก็บเพชรรอตู้ชุดหอเมนมานั้น เหมือนเก็บเงินไว้ในไห สุดท้ายปลวกแดก,0
เหมือนเห็นตั่งไม้สักนั้นในรายการแจ็ค  ปลวกไม่กินไม้สักนะ ไม่ได้ผล,0
ปลวกขึ้นบ้านโอโห้นานมากอะ,0
พูดจริงๆนะว่าคิดถึงการ์ด บั้ม หมวก ที่หอมากเป็นห่วงมากกลัวปลวกจะแทะคือเสียหายหลายบาทนะ,0
เออค่ะ กุจะไม่รอใครแล้วค่ะ เหนื่อยชิบหาย แค่ทำงานก็เหนื่อยล่ะ ต้องมานั่งรอ ปลวก,1
พี่จะถนอมหนูไม่ให้ปลวกเเดกอีกพี่สัญญา,0
กลัวปลวกแดกมาก สภาพกล่องก็แบบ ดีที่ไม่เป็นไร,0
ทุเรศมากอุตส่าจะแกล้งๆจัดของต้อนรับเปิดเทอมกุต้องมาเห็นภาพปลวกแทะสมุดกุไม่เหลือสักเล่ม,0
ขนาดในจังหวัดใหญ่ จัดสถานที่ไม่น่าอยู่ ที่จอดรถไม่มี หนังสือปลวกแทะ ล้าสมัยมากมาย วางไม่เป็นระเบียบ มีดีแค่ร้านกาแฟตั้งข้างหน้า,0
นี่แหละเหตุผลที่เอาโปสเตอร์ไปติดที่ผนัง กลัวปลวกขึ้นแบบนี้,0
สาธุ  โล้นหน้าปลวกเกาะผ้าเหลืองกินตนนี้ ไม่มีวันให้กระเด็นแม้แต่บาทเดียว พอจะดูออก,1
เห็นอีปลวกเล่นเรื่องหุ่นน้อง กูถามหน่อยเอาเหี้ยไรมาอ้วนอีดอกเอวแค่นั้นอ่ะ ถ้าอย่างน้องอ้วนนะกูคงตัวเท่าตึกอ่ะ,1
ยายฉีดยาฉีดปลวก กูนอนอยู่ในห้องนึกว่าจะตายละ,0
กลัวปลวกแดกหนังสือจัง,0
ปลวกแดงร้านกาแฟแนะนำไหมครับ,0
ลงให้ไว จะได้ไม่รับ ให้เวรเช้าย้าย,0
ยังไม่ขึ้นเวรเลย หุอยากลงเวรแล้ว ง่วงง,0
ลงเวรสามโมงเช้า,0
คือขึ้นเวรทั้งคืน เห็นทั้งคืน นึกว่าสเปซค้าง,0
ไปตายให้หมดไอ้พวกเวร,1
ดวงคนจะไม่มีผัว อีน้องชายนอนกรนเสียงดีงมาก นอนด้วยไม่ได้ หลับๆ ตื่นๆ ทั้งคืน อีเวร,1
เมื่อไหร่กูจะได้ไปดูไปเห็นสถานที่สวยๆอย่างสบายใจอะ อีรัดบานเวร,1
ไม่ต้องรอเวรกรรมหรอก กูเนี่ยแหละจะเอาคืนมึงเอง,1
มันคงเป็นเวรกรรมของกูอะ ที่เกิดมาเจอคนอย่างมึง,1
ยาติดคอ นี่มันเวรกำอะไรของกุ,0
เพลินไปนิด นอนเช้าอีกละ เวร,0
ทั้งน้ำตาเลยไอเวร,1
อย่ามาเล่นลิ้นกับกูนะไอเวร,1
บาปกุมันหนา เวรกรรมไม่จบสิ้น,0
รอดเอฟแล้ว ที่เหลือตามเวรตามกรรมได้ปะวะ,0
ไอ้เวรรร สลิ่มคนนั้นทำให้นอนไม่หลับเลยโว้ยย,1
จะเมาเหล้าให้หลับดันเมารักเฉย ตีสี่ตาค้าง เหล้าไม่ได้ช่วยอะไรเรา เวร,0
ฉันน่ะหรอ ขึ้นเวรแล้วคนไข้น้อยก็นั่งสั่งเสื้อผ้าวนไปเลยจ่ะ หน้ามืดเลย,0
ขอโทษด้วยที่ทำให้รู้สึกอย่างงั้น เวรกรรมความเป็นห่วงเป็นเหตุ แยกย้าย,0
ที่ได้จากโครงการรัฐมันเรียกคืนหมดแล้ว ทั้งน้ำมันที่เพิ่มขึ้นทุกวัน ทั้งรถสาธารณะ ค่าแรงที่แสนน้อยนิดอีเวรแจกควยไร,1
เอออย่างน้อยก็สบายใจเรื่องชานยอล ขอเเค่ตอนถึงเวรยกถังน้ำ พี่ไม่ยกข้างละเเทงค์ก็พอ,0
แย้อะอีนักข่าวเวรรร,1
ทำไมคนอื่นดูว่าง แร้วกุขึ้นเวรทั้งวัน,0
เวรกรรมทั้งหมด ไม่มีที่ดีกว่านี้เหรอ,0
เมื่อไหร่กูจะหมดเวรหมดกรรม เรื่องผู้ชาย เจอแต่พวกเหี้ย,1
เวรดึกวันนี้แทบจะเปิดตึกเด็กนะคะ ฉีดยาเด็กไปสองคนแล้ว กูงง,0
ดอกบัวใต้โคลนจริงๆอี่ห่าราก,1
คือเปนควยไรมากปะอีห่า ยิ่งเช้ายิ่งคึกเหรอเยดแม่ ไปให้แม่ตบตูดแล้วกล่อมนอนป้ะ,1
แล้วตรงนี้ไม่รุ้เปนห่าไร ดีแทคสันยานเหี้ยมาก เหี้ยมาตลอด,1
ที่มันเปิดประเทศ มันไม่สนใจห่าอะไรแล้วแหละ เพราะพวกมันคงได้ไฟเซอร์กันหมดแล้ว คนที่ตายก็คือรากหญ้าที่รอวัคซีนไง,1
บางทีบทเอ้ดเวิดก็น่ารำคาญ ไอห่านี่,1
ทั้งเกมไม่ทำส้นตีนไรนอกจากปากดี พูดห่าไรไม่รู้ทั้งเกม เหี้ยนี่,1
เมื่อก่อนเป็นคนไม่มั่นใจห่าไรกับตัวเองทั้งนั้น แต่ตอนนี้มายด์เซ็ตเปลี่ยนไปในทางที่ดีขึ้น ก็รสมั่นใจในตัวเองขึ้น,0
ห่าแบบหลังแข็งทำไปดูหนังไป ไปๆมาๆตีสี่งง,0
นอนห่าอะไรล่ะแม่งส่งคลิปมาให้กุในติ้กต่อกนาทีละสองคลิป,0
แต่ก็ชวนกูเล่นต่อนะ พอกูบอกไม่เล่นก็งอน ไอห่าเป็นควยไร พอกูเล่นก็พูดทำร้ายจิตใจกู จนไม่กล้าแรงค์กับใครไปพักใหญ่ ๆ กว่าจะกล้าขึ้นก็นานอะ,1
นอนเหอะอั้ม มันเกินลิมิตคนป่วยล่ะอีห่า,0
งง แดกจนท้องอืดตอนนี้ตื่นเลอ มาเป็นห่าไรตอนจะสอบ,0
ปากกูมีตุ่มๆจุดแดงๆขึ้นเยอะกว่าเมื่อวานอีก แพ้ห่าไรอีกเนี่ย,0
ขอเป็นแฟนยากตรงไหนวะ ความสัมพันธ์ที่มันมากกว่าเพื่อนมากกว่าแฟนไปแล้ว แต่ถ้ามันไม่มีชื่อเรียกก็จบปะวะ ไม่มีสิทธิ์ห่าไรทั้งนั้น,0
มันจะแล้วมั้ยอีห่าราก,1
ข้า นี้ไหม ไอห่า อะไรของมึง ตกไทยเหรอ,1
สิวไม่ขึ้นเพราะอะไรคะ ไม่ทาห่าไรเลยไงล้างน้ำอย่างเดียว,0
ปีนี้จะมีรูปฉลองฮาโลวีนไหมนะ แต่ทุกวันในประเทศห่านี้ก้ไม่ต่างจากฮาโลวีน เส้า,1
เสียงห่าไรแถวบ้านกุเหมือนยานอวกาศลงจอด,0
ตอนเพื่อนอยู่ด้วยไม่เป็น มาเป็นตอนอยู่คนเดียว ไอห่า,0
กูตายกับโปรเจควิชาห่านี้เสร็จ กูตายก่อน ตายคืนนี้เลย เหนื่อย,0
อีห่า คืนนี้กุจะได้นอนมั้ย,0
สลิ่มที่บ้านกูแม่งยังแซะอิ้งเรื่องนี้ไม่เลิกเลย คำก็โกงเอนทรานซ์ สองคำก็โกงเอนทรานซ์ ไอห่ารัฐบาลทหารของมึงสุจริตเหมือนผ้าขาวเลยมั้ง,1
คนที่ทำให้คนอื่นรุ้สึกแย่ ไม่รุ้สึกห่าไรเลยอีสัส,1
ตัดแว่นมาเกือบหมื่น ถามว่าใส่มั้ย ไม่ อีห่า,0
แล้วมั่นหน้าว่าจะไม่ส่งงานให้ด้วยนะทั้งๆที่ก็จ้างหลายรอบแล้ว งานที่ติดลายน้ำกูก็ส่งดีเทลให้ดูตลอดมึงก็โอเคไม่แก้แล้วทำไมไม่โอนล่ะอีห่า,1
เรียนก็อยากเรียน หนังก็อยากดู บักห่า,0
กลับไปอยู่หอคนเดียวเคว้งแน่ไอห่าเตรียมซื้อเกมยับตามเคย,0
เรียนแยกคู่คี่ห่าไรล่ะ ถ้านายกไม่โง่ป่านนี้กุได้เจอเพื่อนครบสี่สิบกว่าคนแล้วอีหน้าหี,1
เน้ตเอไอเอสมันเป็นห่าอะไร กุจ่ายเงินมารอยูทูปโหลดอ่อสัส,1
กาชาดเหี้ยเกินอะกูพูดเลย ไม่เคยช่วยห่าอะไรเลยแล้วยังจะมาปาดแบบนี้อีก,1
ถ้ากุเป็นผีจะลอยไปหักคออีตู่ อีห่า บอกให้ยุบสภาดีๆไม่ชอบ หอยหลอด,1
พยายามหลับแล้วอิสัด มันหลับไม่ลง ไอห่า มันปวดหัวจนนอนไม่ได้,0
ทีหลังมีแฟนต้องถามก่อนว่าที่บ้านหวงมั้ย อีห่าหัวจะปวด,0
พม่านี่เค้าบ้าพลังมาตั้งกะโบราณนะ กองทัพเค้าสะสมอาวุธไว้พอสมควรเลยนะ,0
ปาร์ตี้อีกหรอบ้ามาก,0
กูจะบ้ากูตื่นทำไมตอนนี้,0
หกโมงเช้าแล้วแกยังไม่ได้นอนเลยตาวแกมาอยากสระผมอะไรบ้าไปแร้ว,0
บ้าน่า ปกติก็รักกันอยู่แล้ว,0
อยู่บ้านคือไปวัดบ่อนมาก วีคละครั้งจะบ้าตาย,0
คนบ้าอะไรจะน่ารักขนาดนี้ เหมือนเธอมีเวทมนต์ให้ดลใจ,0
ไม่ดีเลย เป็นการนอนเร็วที่ตื่นเกือบๆทุกชั่วโมง บ้าไปแล้ว,0
ฤดูนี้ ไอติมของนายก็คือของนายนะ ฉันไม่ยุ่งด้วยดีกว่า...คนบ้าอะไรกินไอติมหน้าหนาว,0
ตีหกเลยนะวันนี้ บ้าไปแล้ว,0
บ้ากามจังเธอคนนั้น,0
เทอมที่แล้วช่างไม้ เทอมนี้ช่างไฟฟ้า กุจะบ้าตาย,0
คนบ้าอะไร แต่งเปนผียังหล่ออะ,0
มึงบ้าปะ ตอนจะเอาเข้าไม่ให้เอาเข้า พอเข้ามาก็แย่งไปแบบนี้ ทุเรด,1
ตลาดสดคนบ้า คือแหล่งรวมคนบูลี่ผี,0
อีเวนแต่รายการบ้าไรเลิกดึกขนาดนี้ กูนั่งดูตั้งแต่สี่ครึ่งยันตีสอง น้องกูจะได้นอนตอนไหน,0
ซึมไปครึ่งเดือน มึงบ้าป่าวไอชาย,0
เห้อกุจะบ้าตาย,0
พอเป็นแบบนี้นี้สติไม่อยู่จริง กุจะบ้าตลอดเลยอห พักเลยนะยาวๆ เบื่อตัวเอง,0
อีบ๊งเหมือนเสพยาบ้าเกินขนาด,1
คนบ้าไรวะง่วงนอนชิบหายแต่ไม่ยอมนอนจะไปซื้อของกิน อ๋อกูเองแหละ,0
ปวดท้องปจด.ไม่พอมาปวดท้องอี้อีก กูจะบ้า,0
เป็นเมนเยอะจริงนะเนี่ย โอ้ยยยยยย อยากจะบ้า,0
จะบ้าตาย เกลียดไก่ข้างบ้านที่ตอกย้ำว่าจะเช้าแล้ว,0
อ่ะกูจะลองอีหอกหัก ไม่ปังกูจะทุบให้เขียว,1
ลูกสาวคนที่ มึงกลัวมากที่สุด ไง หอกหักไม่กล้าแม้แต่จะเอ่ยชื่อพ่อเค้าเหรอ,1
ช่วยด้วยชอบท่าเตะหอกปู่มาก โอ้ย รักปู่,0
ดีแทคอีหอกเห็ดอีค่ายขยะ ควย,1
คือตอนนี้ของที่สั่งมาอยู่หอกองท่วมหัวแล้วมั้ง เมื่อไหร่แม่จะปล่อยชั้นกลับหอ ชั้นหายป่วยแล้ววว,0
อีพอมานี่ๆอิเวร เดี๋ยวกูตบเรียกสติ บ้านก็บ้านมัน คนรับใช้ก็มี ผัวมันก็อยู่ มึงเป็นหอกไรถึงต้องไปป้อนยามัน อีนี่,1
ฮิอิโระ ถือหอกติดธงที่เอามาจากฟิวชั่นไลฟ์วิ่งมาด้วย,0
จงหลี ถ้าเรายังรักกันอยู่ก็ได้โปรดส่งหอกแดงมาหาชั้น,0
ปู่จงเตะหอกได้โดนใจมาก อยากด้ายยยยยย,0
ธาตุไม้ อาวุธหอก ผู้ดูแลศาลเจ้าในอินะซุมะ แฮะ,0
ชอบสิงหอกลางชั้นสี่มาก ช่วงปิดเทอมที่ไม่ได้กลับบ้านแล้วไปสิงหอกลาง อ่านหนังสือเฉียดๆสิบเล่มอ่ะ,0
เหยื่ออะไรก่อน ไปหอกลาง ไปเล่นตลก,0
แต่เสียดายอ่ะ อุตส่าห์มีชุดแพงๆที่เติมสะสมมาให้น้องเล่ มีเคียวกะปานบนอีก เซง แต่ทำเซียนไม่ก็เบียงก้าให้ฟูลคือคุ้มกว่า แต่เซียนคุ้มกว่าเพราะเบียงก้าไม่มีหอกอบิส มีแต่หอกเก่า เซง,0
ใช่ไม่ยิงใส่ม็อบแต่ยิงกระบาลเพื่อนกันเองตอนนี้ยังนอนเป็นผัก  แล้วน้องที่ตายคนยิงเดินออกมาจากสน.รวมกลุ่มกันอยู่ในสน.คนอื่นห้ามเข้า ไอ้ปื๊ดเข้าได้ สัส  แม่งห้ามสื่อทำข่าวอีเหี้ยทำเป็นขอหลักฐาน เมื่อคืน  แม่งก็เรียกสื่อเข้าไปปิดปากในสน.,1
นักเรียนโง่่ละไม่ว่า ตั้งชื่อเพจตัวเองยังผิด สัส,1
เป็นความอิห่านั่นจิงด้วย ทำไมทำอะไรเสียงดังขนาดนี้ เปิดปิดประตูต้องมีเสียงตลอด สัส,1
สัส กลับบ้านดีไม๊ แต่งานยังไม่เสร็จเลย แต่กุอยากไปเที่ยว แต่ แต่ แต่ อ้ากกกกกก,0
ควย นอนไม่หลับเลยน้ำแอร์ห้องข้างบนหยดตลอดเลย ไอเหี้ย ย้ายห้องเพื่อมานอนไม่หลับอ่อวะ สัส,1
สัส นอนไม่หลับ,0
สัส ง่วง แต่นางไม่ให้กุนอนสักที,0
สัส พิมพ์ผิดอีก,0
สัส คิดถึงแฟนเก่า,0
สัส เหมือนทวิตด่ากู,0
เสียสมาธิเลย เกือบอ่านอันที่อ.ไม่ได้ออกละ สัส,0
ยังจะมีแรงปาร์ตี้ต่อกันเหรอ ส่วนกุไม่มีแล้วนะ ไข้ขึ้น สัส,0
กุก็เพลินเหมือนกันเออเขาสอน อยู่ก็ได้ กุก็ลืมดูเวลาหันมาอีกที สัส สี่ทุม,0
ตอนอยุเมกากุทอดไข่เจียวโป๊ะข้าวไปกิน ฝรั่งมันล้อกูว่ากินเค้ก สัส,0
ละเป็นเหี้ยไรให้พ่อสร้างบ้านคนเดียวเพิ่มเงินอีกนิดหาคนช่วยก็สวยกว่านี้ละ สัส,1
สถานการณ์คิวโมเดอน่าเหมือนบัตรหลุมคิวดีเลยอีดอก หาแลกคิวต้นๆ ให้ส่วนต่างค่ะ สัส,0
หมดอารมณ์ทำงานต่อ แต่ต้องทำ สัส,0
เสือกโง่ไปให้ทำเองช่วยไม่ได้ ไม่รู้มีคนโดนฟาดคอหักตายบ้างป่าว แรงขนาดนั้น,1
แล้วยุ่งอะไรหรอเสือกอะไรหรอ จะคิดได้ตอนไหนก็เรื่องของกูมั้ย,1
เสือกเลยค่ะอีป้า,1
มึงก็แค่ผ่านมาเสือก,1
พวกสเตรทมันขี้เสือกจริงๆ,1
อะอีเหี้ยนั่นมาเสือกอีกแล้ว มึงเปนควยไรอะ,1
นอนก็ไม่หลับเสือกหิวอีก สภาพ,0
แน้ตกำลังทำให้กุไม่ได้นอน เพราะอยากเสือก,1
กุเวทตัวเองมาก อุตส่าห์นอนตั้งแต่สี่ทุ่มกว่าๆกะตื่นเจ็ดโมงแบบนอนอิ่มๆ แต่เสือกตื่นมาตอนตีสองละตาสว่างมาก,0
อิพวกสลิ่มมันดูเวทนาจริงๆนะโง่จนน่าเวทนาอะบางอย่างควรคิดได้ก็เสือกคิดไม่ได้มันแบบบรมโคตรโง่,1
ไอ้โง่แต่เสือกอยากฉลาด,1
ไม่ใช่ไรอยากเสือกด้วย,0
ชาติหมา ชอบทำอะไรโง่ๆ ไอ้ที่ควรทำไม่ทำ ไอ้ที่ไม่ต้องล่ะเสือกทำ,1
ทั้งที่วิกฤตหนัก หลายจุดเป็นพื้นที่สีแดง แต่พอจะเปิดประเทศเสือกบอกว่าเป็นพื้นที่สีฟ้าเฉย ย้ายค่ายเบอร์เดิม,0
ละคือวันนี้ฝนตก ในห้องเลยต้องปิดหน้าต่าง มันเลยมืดโคดๆๆๆๆๆโฮรรรรรรร แต่ก่อนไม่กัว วันนี้เสือกหวั่น ๆ เพราะไปดูร่างทรงมา,0
เสือกควยไรค้าบมึงไม่มีใครรักหง๋อ,1
กุล่ะอยากบอกคุณพี่เหลือเกิน เสือกควยไรค้าบ อ่อๆอันนี้ร้องเพลงเฉยๆ,1
เป็นคนบอกอย่าพึ่งไปนอนแท้ๆ ละตัวเองเสือกหายเอง งง,0
วันหยุดทั้งทีเสือกไข้แดกเวน,0
เอาตรงๆ อยากเสือกมากครับ,1
กุหลับไปละ ฟ้าเสือกร้องสดุ้งตื่นเลยเเม่ง ควย,0
บางทีคนเราก็แค่ต้องการใครสักคนที่ยินดีที่จะเล่าเรื่องของราวเขาโดยที่เราไม่ต้องขอเสือก,0
เป็นงานแปลที่กูไม่รู้เลยว่าใครพูดช่องไหน แม่มทุกช่องเสือกเป็นบริบทแบบเดียวกันอีก...,0
อย่าเสือกคะ ตอนนั้นพูดดีด้วยทํามาเป็นขอโทษ พอตอนนี้.....,1
หนีเธอมาจีน แต่เสือกมาเจอเธอที่ปักกิ่ง,0
อ้าวกุก็ฟังมันพูดอยู่ตั้งนาน ไปตามเสือกเเปป,0
เอาจริงมึงก็ขี้เสือกนะไอสัส,1
เอาจริงๆกูก็เป็นคนหลับง่ายนะ แต่กูเสือกไม่หลับ,0
ออกไปไอเหี้ยนี่เสือกตลอด,1
อย่าเมินความคิดถึงกุได้ไหมอะ มาเสือกแล้วหายไปงี้มะได้เด้อ,0
เครียดเลยกุ ว่าจะเก็บเงิน เสือกน้อยลงทุกวัน,0
บางทีไม่เสือกเรื่องคนอื่นก็ไม่มีใครว่านะค่ะ,1
เสือกทำเป็นรู้ดีอีกระเทยควาย ขอให้ได้แซะ,1
เสือกควยไรละค้าบบบ,1
มึงเอย...เลือกตั้งหน้า แพ้แดกหญิง ได้อายหมาหน้ากรม  ไอ้พวกทหารโง่ๆๆทั้งหลาย,1
ทุกอน่างมันเป็นเพราะมึงอีหมานอีเหี้ยยย,1
ถ้าแอคนั้นใช่เธอ กูก็คงหมาแล้วว่ะ,0
เสียงหมาที่ไหนหอนวะ หนวกหู,1
ชอบตอนหมาตัวเองมาปลุกนั่งจ๋องอยู่ข้างเตียง เห็นแล้วอยากจับขึ้นที่นอนฟัดพุง,0
ใครเลี้ยงหมูแคระวะ มาบ้านกูละติดพ่อกูมาก พ่อกูไปไหนไปด้วย หมาบ้านกูที่เห่าทุกสิ่งทุกอย่างยังไม่เห่าอีหมูนี่,0
เราก็รักหมาเรา นะ,0
จากการจีบเล่นๆ ก็กลายเป็นเราเองที่ค่อยๆขยับชอบเขาขึ้นเรื่อยๆ  ไงล่ะ สุดท้ายก็มาร้องไห้เหมือนหมา,0
น่าจับกระแทกท่าหมา,1
อยากให้หมาแมวเป็นอมตะจัง,0
อยากกอดมะหมา,0
อาหารหมายี่ห้อไหนอร่อย,0
เรื่องเบียร์คราฟท์นี่โกรธมาก ไอ่นายทุนหน้าหมา,1
หมาพี่มันแกงผมมมม,0
เซอร์ไพรส์มากกูไม่คิดว่าจะต้องมาเมาเหมือนหมาเพราะเรื่องนี้เลยนะ เซอร์ไพรส์กูมาก น่าทึ่ง,0
ตื่นแล้วเลี้ยงหมาล่าอยู่,0
กุมันก็แค่หมาตัวนึง เฮ้อ,0
ใช่ๆมึงเป็นหมาไงเอ๋งๆบรู้วๆ,1
เราว่าเหมือนหมาติดสัตว์เลยค่ะ,1
สองพรรคนี้รวมกันตั้งรัฐบาลไม่ได้หรอกครับ เลือกตั้งครั้งที่แล้วก็มีตัวอย่างให้เห็นอยู่ แย่งเก้าอี้นายกยังกับหมาแย่งชามข้าว จุดมุ่งหมายที่ต้องการที่ปลายทางสองพรรคนี้มันผิดกัน ร่วมกันไม่ได้หรอก,1
อีหมานให้ลูกกูได้พักบ้างอีเหี้ย,1
ปกติยาฆ่าเชื้อเขากินกันก่อนนอนด้วยเหรอ ลืมกินมาสองวันแล้วเนี่ย,0
นอกเรื่องแบบนี่มันเป็นใคร นักฆ่าเหรอ,0
เพลย์ลิสเก่าๆมันฆ่าคนบนความคิดถึงได้ขนาดนี้เลยอะ,0
ต่อให้โดนฆ่า ฉันก็ไม่ไป,0
เพลงพี่จีนฆ่าเราทุกความสัมพันธ์เลยนะ,0
ไม่แปลกหรอกครับสำหรับคนพวกนี้ ขนาดน้องฆ่าพี่เขายังไหว้กันทุกวันเลย,0
คานาคานารีล่ากะฆ่าผมตายเลยเหรอครับ น่ารักไม่ไหว,0
ใจร้ายมากฆ่ากันได้ลงคอ,0
เวลาโดนฆ่าเร็วคือนั่งเง๋าๆเฉาๆมากเว่อ ลอยไปลอยมา,0
กุเท้าเอว เล่นเกมไปแล้วแบบบอกว่าเปนเหรินเวน แม่มูมินไล่ฆ่ากุทั้งเกมส์เลย,0
แพงไม่กลัว กลัวต้องอาบยาฆ่าเขื่อก่อนทุกครั้ง,0
ฆ่าความโกรธได้ อยู่เป็นสุข,0
อุบาทอีสัส โทษสูงกว่าฆ่าคนตายยังมีหน้ามาบอกไม่เดือดร้อน,1
